,nickname,text,score,like,dislike,time,watch_movie
764,새울(dksd****),그냥.. 마냥좋다.. 너무 좋다..,10,0,0,2012-10-17 04:25:00,0
765,dmsq****,너무 감동적이구 눈물이 멈추지 않는 영화였습니다. 여운이 가시질 않네여ㅠㅠ,10,0,0,2012-10-12 21:57:00,0
766,DㅅY(qmfz****),보면서 계속 눈물 흘렸던 영화 마음이 따뜻해지고 감동적이였어요,10,0,0,2012-10-12 14:56:00,0
767,FB(gugu****),진짜 이건 생각지도 못한 이야기임. 아이디어 때문이라도 10점.,10,0,0,2012-10-10 23:00:00,0
768,싼티(ldw5****),눈물이 멈추지않아요 흑흑ㄺ,10,0,0,2012-10-07 22:33:00,0
769,골목대장김또깡(r0_b****),보통슬픈영화봐도눈물도안흘리는내가 이 영화를보는내내 맘이찡하고 눈물을흘렷다ㅠ.ㅠ 미소지으며 눈물을흘릴수잇는영화중에최고인거같다 감동과 무직한여운을남겨주는 이 영화 감독의얼굴처럼 순수하고 착한영화같다,10,0,0,2012-10-06 23:10:00,0
770,clow****,한겨울에 눈올때보면 좋을 영화인 듯... 큰 감동보다는 잔잔한 감동으로 가슴 따뜻해지는 영화,10,0,0,2012-10-06 21:45:00,0
771,tkda****,눈물 콧물 펑펑,10,0,0,2012-10-06 15:27:00,0
772,수진(bsj0****),미소 지으면서 눈물 흘릴 수 있는 영화,10,0,0,2012-10-06 12:02:00,0
773,사이다(qsop****),영화를 다 보고도 눈물이 그치지 않았던....마음이 짠해지면서도 먹먹해지는....사랑하는 가족이 생각나는 아름다운 동화같은 영화...,10,0,0,2012-10-06 11:46:00,0
774,고잔디(rhdl****),아 이거 외롭거나 우울한 사람들은 절대 보지말길... 이렇게 슬프게 만들면 어쩌라는거냐 우울증 더 심해졌어 ;;; 권태기온 커플들이 보기엔 좋겠따 .,10,0,0,2012-10-06 08:55:00,0
775,개고시(fast****),엄마 아빠한테 커서 잘해야겠다고 생각했던 영화..;,9,0,0,2012-10-06 02:38:00,0
776,Cumulus(ljht****),영화보고 울었던. 몇안되는 영화,10,0,0,2012-10-04 00:10:00,0
777,Newestin(face****),작년에 극장에서 봤는데 정말인지 유쾌하면서도 슬퍼써요 ㅠㅠ,10,0,0,2012-10-03 22:47:00,0
778,김혜진(kkjj****),슬프구 맘이 따뜻해지는 영화~~,10,0,0,2012-10-03 14:46:00,0
779,서비스 펄슨(qazp****),우리가족이야기다!!!!ㅋㅋㅋㅋ,10,0,0,2012-10-03 13:25:00,0
780,리날도(reun****),따뜻한영화,10,0,0,2012-10-02 02:26:00,0
781,yooi****,"원작을 살릴려고 많이 노력한 모습은 보이지만, 살찍 아쉬움이 남긴하내요... ㅎㅎ",9,0,0,2012-10-01 23:46:00,0
782,hsn0****,감동입니다,10,0,0,2012-10-01 21:24:00,0
783,bdcs델리넬(bdcs****),아름답게 예쁘게 사랑받으면서 늙고 싶다.,8,0,0,2012-10-01 03:45:00,0
784,nnqr****,마음이 따뜻해지는 그런영화...헤어진 여자친구의 손에 붙들려 스크린앞에 앉았지만 절대 후회하지않았던 스토리...그녀의 향기가 스며있는 무엇을 말하고 싶었는지 느끼게 해주었던 감동...아직 사랑한다...BR...,10,0,0,2012-10-01 01:32:00,0
785,ㅇㅅㅇ(alsr****),이거 보고 펑펑움ㅠㅠ 너무 감동!!!!,10,0,0,2012-10-01 00:43:00,0
786,anso****,아 새벽에 티비에서 해서 봤는데 펑펑 울었네요ㅜㅜㅜㅜ 정말 감동절인 영화인 것 같아요ㅠㅠㅠㅠㅠㅠㅠ,10,0,0,2012-09-29 03:18:00,0
787,쿨가이범(chb4****),밤새 잠이안와서 어찌하다 보게되었는데 ....ㅜㅜ,10,0,0,2012-09-28 08:08:00,0
788,ydtj****,정말 감동적인 영화 였어요...,10,0,0,2012-09-27 20:58:00,0
789,Tthing(car7****),정말좋은영화에요....,10,0,0,2012-09-27 18:01:00,0
790,davi****,이렇게 좋은 영화를 이제야 봤네요...,10,0,0,2012-09-27 01:56:00,0
791,gkgk****,많은 생각을 하게 되는 영화....ㅠㅠ,10,0,0,2012-09-26 22:46:00,0
792,통상정보(u22g****),이영화 예전에 tv에서 한적있었는데 가족들이랑있어서 안울려고 애쓰고있는데 결국엔 눈물이나오더라구요.. 그래서옆에보니깐 가족들모두 울고있었어요ㅠㅠ이영화짱!,10,0,0,2012-09-25 19:10:00,0
793,김혜정(tcsk****),이건진짜..말이 필요없어요 최고 최고.. 정말 최고,10,0,0,2012-09-24 18:20:00,0
794,박은혜(dnjf****),마음이 훈훈해집니다ㅠ,10,0,0,2012-09-24 17:54:00,0
795,isek****,눈물이 또르르,10,0,0,2012-09-24 16:31:00,0
796,비행기(als1****),진심 최고,10,0,0,2012-09-24 16:04:00,0
797,밤톨(bamt****),강풀원작만화를 봤을때도 안 울었는데... 영화 마지막부분에서 눈 앞이 흐려지더라고요. 정말 감동적입니다!,10,0,0,2012-09-24 14:26:00,0
798,꽃지(aeng****),"사람은 누구나 사랑을한다 나이가 많건 적건,,, 그리고 자식으로써 참 죄송하고 맘아픈... 강풀님 짱!!!",10,0,0,2012-09-24 00:32:00,0
799,YOSHIKI(t1_g****),"사랑, 사랑의 진정한 의미를 할 수 있게 해주는 영화.",10,0,0,2012-09-23 13:22:00,0
800,iris****,폭풍감동,10,0,0,2012-09-23 08:55:00,0
801,주님사랑(limj****),간만에 본 사람냄새가 나게 하는 영화입니다.,10,0,0,2012-09-23 01:10:00,0
802,EluvBell(jnh0****),쨩,10,0,0,2012-09-22 16:10:00,0
803,슈프림(mctu****),역시 평점이 높네 또봐도 10점일듯,10,0,0,2012-09-21 23:36:00,0
804,흑사탕(bkm0****),영화초반부터눈물콧물이미다짜고시작한영화. 마지막까지 울었어요.,10,0,0,2012-09-20 06:41:00,0
805,용가리(kyy6****),존나 감동적이더라,10,0,0,2012-09-20 00:14:00,0
806,dkefef(rlgh****),정말 감동적이네요 ㅠㅠ,10,0,0,2012-09-19 19:12:00,0
807,벚꽃난(nice****),말이 필요없는 영화........ㅠㅠㅠㅠㅠㅠㅠㅠ,10,0,0,2012-09-18 23:12:00,0
808,준표사마(junp****),아 중반부부터 후반부까지 내내 글썽글썽 펑펑펑 추창민 감독 이영화 정말 잘만들었다. 광해 역시 대박!,10,0,0,2012-09-17 16:37:00,0
809,wing****,진짜눈물펑펑..  배우들의연기가 정말 너무좋았다,10,0,0,2012-09-16 23:43:00,0
810,hart****,눈물펑펑..,10,0,0,2012-09-16 16:33:00,0
811,개(tkaw****),책을 보든 영화를 보든 눈물이 난다,9,0,0,2012-09-16 00:02:00,0
812,훈녀(dest****),정말 꼭추천하고싶다ㅠㅠ,10,0,0,2012-09-15 20:34:00,0
813,참치탕(kimh****),배우들의 연기가 너무  좋았다,10,0,0,2012-09-14 19:06:00,0
814,hysk****,왜 이제 봤지..,10,0,0,2012-09-13 20:17:00,0
815,프로테스탄트(ssky****),정이 느껴지는 영화,10,0,0,2012-09-10 21:49:00,0
816,lgy6****,우와감동적ㅜㅠㅜ,10,0,0,2012-09-08 21:10:00,0
817,지오지오(lzoz****),억지스럽지않는 감동과 웃음이 있는 영화,10,0,0,2012-09-07 09:16:00,0
818,joon****,이 영화가 개봉했을때 왜 부모님께 보여드리지 못했을까...ㅠㅠ,10,0,0,2012-09-03 14:29:00,0
819,blue****,최고의 감동!! ㅠ ㅜ,10,0,0,2012-09-02 23:52:00,0
820,hh_h****,너무 울어서힘들다...,10,0,0,2012-08-31 22:00:00,0
821,라거(cabl****),눈물난다.....오랜간만에~~,10,0,0,2012-08-31 03:26:00,0
822,환희(p75m****),중간중간 깨알같은 코믹이 있네요~,9,0,0,2012-08-30 19:01:00,0
823,Whiterfly(spac****),정말 끝내준다. 가슴 한쪽이 아직도 먹먹하다. 특히 군봉할아버지가 아내한테 숟가락으로 약 떠먹여주고 가슴 아프게 끌어안으면서 우는 장면은 최고였다. 마지막 부분은 유아적이고 동화적인 연출을 사용했는데도 불구하고 굉장...,10,0,0,2012-08-23 18:09:00,0
824,숭고한사과(seob****),나도 이런 사랑을 할겁니다,10,0,0,2012-08-22 22:02:00,0
825,hmg5****,짱,10,0,0,2012-08-19 22:06:00,0
826,꿱꼬리(i840****),영화보면서 운건 진짜 오랜만이네요 ㅠㅠ,10,0,0,2012-08-19 19:41:00,0
827,spee****,아.. 이순재 진짜웃김ㅋㅋ,10,0,0,2012-08-18 22:40:00,0
828,샤미(fa1l****),제목만 보고 마냥 따뜻한 영화를 기대하고 본다면 나처럼 충격받음,9,0,0,2012-08-18 09:30:00,0
829,mysa****,.. 좋네,10,0,0,2012-08-17 12:50:00,0
830,foot****,"엄밀하게 따지면 스토리는 그저그렇지만, 그이상의 생각과 감동을 준다",9,0,0,2012-08-17 00:51:00,0
831,담야(calp****),만화로 봤을때가 더 뜻깊긴 했지만 영화로서도 충분히 줄거 다 줬다고 생각..평점 깎으면서 억지비판하는 사람들은 뭐지. 있어보이나?,10,0,0,2012-08-14 11:38:00,0
832,ekth****,효도하게 만드는 영화인것 같음ㅜㅜ,10,0,0,2012-08-14 04:23:00,0
833,라떼(chjy****),정말 아름다운 그렇기에 눈물겨운 감동적인 노인들의 일생의 마지막 사랑이 아니었나고 생각해본다,10,0,0,2012-08-13 23:17:00,0
834,곤봉이(nara****),진짜 최고의 영화,10,0,0,2012-08-12 19:45:00,0
835,제익(kji5****),으흑흑..나운다ㅜㅜ,10,0,0,2012-08-09 21:02:00,0
836,윤하러브(rise****),진짜 최고의 영화인데 평점낮게주는것들은 평점낮게주면 뭐 있어보이나ㅡㅡ,10,0,0,2012-08-09 20:53:00,0
837,흑단인형(minw****),"최고의 감동, 여운이 있는 영화",10,0,0,2012-08-08 18:32:00,0
838,no1u****,내인생 최고의 영화,10,0,0,2012-08-04 14:04:00,0
839,ㅎㅅㅎㅅ(ghfb****),그들이였기에 깊은 감동이 있는 영화..,10,0,0,2012-07-31 15:20:00,0
840,prac****,내 역사상 가장 많이 운 영화,10,0,0,2012-07-31 07:19:00,0
841,tedd****,너무 감사해요  이런  영화를 보게 해주셔서영화관에서 보지 못한게  너무 아쉽네요,10,0,0,2012-07-28 06:33:00,0
842,bz22****,나는 왜 이 영화를 영화관에서 안봤는가??,9,0,0,2012-07-28 02:49:00,0
843,TV동물공장(itsm****),만화보다는 덜 감동적임..,9,0,0,2012-07-26 23:31:00,0
844,hato****,진짜 전화한번 드리게 하는 영화...,10,0,0,2012-07-25 21:38:00,0
845,ryj2****,"눈물 없이는 볼 수 없는 영화와 배우들의 명품 연기 등.. 젊고 대세인 배우를 쓰지않아도 흥행할 수 있음을 보여준 아름다운 명작.. 말이 필요없다 원작 웹툰도, 영화도 최고의 감동이다",10,0,0,2012-07-23 02:15:00,0
846,o0o_****,만점짜리 영화 진짜 영화 보면서 펑펑펑 운건 처음이였어요,10,0,0,2012-07-23 00:51:00,0
847,nnnn****,정말 슬프네요 추천합니다,10,0,0,2012-07-18 00:44:00,0
848,jang****,진짜 이거보고 질질 짯다... 오늘 슬픈거 보고 울고싶었는데. 울고싶은만큼은 아니지만 진짜 많이 울은것같아..,10,0,0,2012-07-17 02:41:00,0
849,nell****,감동 ㅠㅠㅠ 다들 연기를 잘해요 연기같지 않고 진짜같은..,10,0,0,2012-07-15 19:18:00,0
850,solb****,이영화보고 아무감정 못느끼는 애들은 인간쓰레기,10,0,0,2012-07-13 18:21:00,0
851,gyko****,저도 사랑해요,10,0,0,2012-07-12 17:07:00,0
852,haha****,아름답다.... 저도 그대를 사랑합니다...,10,0,0,2012-07-11 22:40:00,0
853,gusg****,노년의 아프고도 아름다운 사랑...,10,0,0,2012-07-11 19:47:00,0
854,szck****,감동굿,10,0,0,2012-07-11 17:30:00,0
855,infe****,최고의 배우들 아닌가요 진짜 ㅠㅠㅠ??,10,0,0,2012-07-11 16:36:00,0
856,hiny****,굿,10,0,0,2012-07-10 20:51:00,0
857,mina****,감동적이네유...........,9,0,0,2012-07-10 12:56:00,0
858,tndb****,지금까지 젊을때죽는영화를많이봤지만 이거 또한 색다르네요 정말 가슴따듯한영화네요~,10,0,0,2012-07-10 02:59:00,0
859,xsiw****,펑펑 울었네요 ㅠㅠㅠㅠ,9,0,0,2012-07-09 00:21:00,0
860,tjsf****,걍 보 세 요,10,0,0,2012-07-08 15:35:00,0
861,john****,118분이 아깝지 않아요,10,0,0,2012-07-08 15:19:00,0
862,gave****,아 진짜루 눈물 쏟으며 봤네요.. ㅜㅜ 휴.. 강추,10,0,0,2012-07-08 02:06:00,0
863,mind****,모두가 10점 주는데 1점 주는 사람은 뭐임? 정말정말 잘 만든 영화~!,10,0,0,2012-07-05 13:52:00,0
864,lhsa****,많은걸 생각할 수 있게 해준 영화......나의 현재 20대에서 40대 70대까지,10,0,0,2012-07-03 02:55:00,0
865,sads****,진짜 감동스러운 영화. 나도 저렇게 늙을거야!,10,0,0,2012-06-30 21:49:00,0
866,brh7****,그대를 사랑합니다~그대를사랑합니다 오예~,10,0,0,2012-06-28 14:33:00,0
867,ysco****,우리나라 최고의 멜로 영화. 1만점도 아깝지가 않네요ㅠ,10,0,0,2012-06-28 01:09:00,0
868,ford****,정말 감동적인 영화...다시봐도 재밋내요,10,0,0,2012-06-23 15:58:00,0
869,webu****,난 이거 만화로 봤는데... 우리나라 영화중 5위안에 드는게 있다니..,10,0,0,2012-06-21 01:27:00,0
870,hyy2****,1점 주는 생키들은 사이코 패스냐 ㅡㅡ,10,0,0,2012-06-20 00:21:00,0
871,ssee****,안본사람들은 꼭보기를...눈물이 멈추지 않는 영화..,10,0,0,2012-06-19 00:42:00,0
872,rlaw****,대박!! 지금 정말 눈이 탱탱 부을 정도롤 울었습니다..ㅠ.ㅠ 정말 좋은 영화..,10,0,0,2012-06-17 03:08:00,0
873,demo****,눈시울도 따뜻하게 마음도 따뜻하게 하는 정말 따뜻한영화,10,0,0,2012-06-15 01:20:00,0
874,sosm****,할머니 부모님 사랑합니다,10,0,0,2012-06-14 02:08:00,0
875,dark****,아놔... 눈물이 안멈춰...ㅠㅠ,10,0,0,2012-06-13 12:31:00,0
876,sbtm****,감사합니다.,10,0,0,2012-06-12 14:49:00,0
877,epdw****,안봤으면 말을말어~,10,0,0,2012-06-11 00:59:00,0
878,good****,눈물이마르지않고 따뜻함도 마르지않는 영화입니다 평점10점도 부족한영화 강추,10,0,0,2012-06-09 03:56:00,0
879,ingk****,가슴이 따뜻해지네요^^ 감사합니다,10,0,0,2012-06-08 01:47:00,0
880,qbxl****,아름다움 감동 사랑,10,0,0,2012-06-07 18:25:00,0
881,gksd****,말이 필요 없다,10,0,0,2012-06-07 00:58:00,0
882,suer****,"최고의 영화, 강풀 원작 중 최고 ㅠㅠ 시사회가서 여자친구 손 붙잡고 둘이 엉엉 움",10,0,0,2012-06-04 18:11:00,0
883,sky9****,원작에서 생략된 부분이 많지만 워낙 원작이 좋기 때문에 재밌고 감동적이게 잘봤다.,10,0,0,2012-05-31 23:07:00,0
884,topc****,the best of best,10,0,0,2012-05-30 22:47:00,0
885,tloh****,"감동 , 아름다운 영화",10,0,0,2012-05-29 17:26:00,0
886,yyyy****,최고최고,10,0,0,2012-05-28 21:09:00,0
887,namj****,감동,9,0,0,2012-05-28 18:26:00,0
888,77nn****,내가 영화를 보는이유..,10,0,0,2012-05-28 02:39:00,0
889,ghdt****,좋은배우 좋은스토리 정말 좋은영화입니다ㅎ,10,0,0,2012-05-26 10:06:00,0
890,kwj2****,굿굿굿,10,0,0,2012-05-21 23:35:00,0
891,hojj****,이런 영화는 반드시 돈주고 봐야한다. 가슴이 뭉클해지는 감동과 재미를 더하는 영화,10,0,0,2012-05-21 10:21:00,0
892,suki****,말이 필요한가,10,0,0,2012-05-20 17:44:00,0
893,blac****,웰메이드는 아닌데 원작의 감동은 나름 꽤 가져다주는 아기자기한 영화,9,0,0,2012-05-19 23:15:00,0
894,tlsg****,당연히 만점 ㅠㅠ,10,0,0,2012-05-19 14:18:00,0
895,cicb****,정말 잔잔한감동이있는영화.1점주는인간 감정이없는거임?꼭보세요,10,0,0,2012-05-17 19:34:00,0
896,alre****,나도 이렇게 늙고 싶다. 이순재 할아버지 멋져요,9,0,0,2012-05-14 04:15:00,0
897,dlaa****,진짜 감동...최고...,10,0,0,2012-05-13 21:48:00,0
898,ycs1****,왜 평점높은가 했는데.. 역시.. 좋다.,9,0,0,2012-05-13 08:35:00,0
899,miza****,우리도 언젠가는 늙어지겠죠....눈물이 멈추질 않더군여..,10,0,0,2012-05-13 02:57:00,0
900,with****,노인들의 순수한 그 사랑에 가슴이 먹먹해집니다.,10,0,0,2012-05-13 00:30:00,0
901,hero****,감동적인 영화 사랑에 나이는 숫자에 불과하다는것을 보여준영화,10,0,0,2012-05-13 00:12:00,0
902,ksen****,"다소 비현실적인 설정은 눈감아줄 수 있는, 마음을 치유해주는 영화",10,0,0,2012-05-12 20:30:00,0
903,tlst****,굿,10,0,0,2012-05-11 23:10:00,0
904,lang****,정말 감동!!,10,0,0,2012-05-11 03:38:00,0
905,khg7****,최고의 배우들...  사랑? 사랑... 사랑!,9,0,0,2012-05-11 02:12:00,0
906,yuhk****,^^ ㅠㅜ 반복했음... 무언가를 생각하게 만드는 좋은 영화!!,10,0,0,2012-05-10 13:19:00,0
907,eun2****,"티비에서 하길래 봤는데요,지루할거라 생각했던 제 예상을 확 깨고,,노배우들 연기와 깨알재미",9,0,0,2012-05-10 11:21:00,0
908,icar****,어제 영화보고 펑펑 울고..  깨알재미에 웃다가 울다가...가슴이 먹먹해지는 영화에요,10,0,0,2012-05-10 11:05:00,0
909,quik****,"어제 영화보고, 잠을 제대로 이루지 못한 것 같습니다. 여운이 남는 영화네요..^^",10,0,0,2012-05-10 07:03:00,0
910,hoyo****,"남편이랑 펑펑울며 다시봤어요 보다가 남편이 제게 ""어디가면안돼""라고하는데 맘이짠했어요",10,0,0,2012-05-10 01:56:00,0
911,cowu****,너무..짠하고슬프면서도 행복해지고뭔가..마음이편해지는영화,10,0,0,2012-05-10 01:36:00,0
912,byk9****,명품연기와 감동적인 스토리! 너무 잘봣습니다!!!!! 얼굴이 팅팅 부엇네요 ㅠ ㅠ,10,0,0,2012-05-10 01:27:00,0
913,mira****,이제서야 TV로 봤네요ㅠㅠ 웃다가도 후반부에 펑펑 울게해 준 영화..정말너무좋았어요!!!♥,10,0,0,2012-05-10 01:27:00,0
914,tkfk****,감동으로 가슴이 먹먹합니다.....이순재 선생님의 명품연기..넘 좋고 감동적입니다..,10,0,0,2012-05-10 01:24:00,0
915,lsi7****,펑펑 울었네요... 흑...흑..,10,0,0,2012-05-10 01:23:00,0
916,zooz****,정말 좋은 영화! 진심의 눈물을 쏟아내게 만드는 영화! 자극적인 소재없이 충분히 재밌는 영화!,10,0,0,2012-05-10 01:20:00,0
917,icdi****,이번달에는 부모님 모시고 할머니댁에 다녀와야겠어요^^,10,0,0,2012-05-10 01:20:00,0
918,harm****,한국영화중에 정말 감동 주는 영화의 끝판왕이네요 ㅠㅠㅠ,10,0,0,2012-05-10 01:20:00,0
919,xfil****,황혼이란그것만으로도서글픈것같네요 꼭붙어살면서끝까지효도할거예요ㅜㅜ...,10,0,0,2012-05-10 01:20:00,0
920,yeau****,아직까지 흐르는 눈물,10,0,0,2012-05-10 01:20:00,0
921,jhma****,오랜만에 눈물나네요. 감동100,10,0,0,2012-05-10 01:19:00,0
922,hunt****,내일 출근 걱정도 되지만..짠한 가족 영화...눈물 흘리며 끝까지 다봤습니다.ㅠ.ㅠ,10,0,0,2012-05-10 01:19:00,0
923,sang****,이제서야 티비로 본 영화입니다. 많은 것에 감동을 주는 영화네요 눈물콧물 흘려가며 봤습니다,10,0,0,2012-05-10 01:19:00,0
924,wind****,짠하네..,8,0,0,2012-05-10 01:18:00,0
925,ange****,엄청 울었습니다. 끝나고도 여운이 많이 남네요......,10,0,0,2012-05-10 01:18:00,0
926,dong****,따뜻한 가족 이야기 잠 못자고 끝까지 봤네,10,0,0,2012-05-10 01:17:00,0
927,juns****,그대를 사랑합니다.,10,0,0,2012-05-10 01:16:00,0
928,mina****,엄청울었어요 부모님결혼기념일때보여드리고싶어요...,10,0,0,2012-05-10 01:16:00,0
929,moon****,인생의 마지막 순간까지 사랑합니다,10,0,0,2012-05-10 01:16:00,0
930,sjk6****,너무너무 보고 싶었던 영화. 깊은 밤 무언가 반성하고 느끼게 해주는 영화. 감동감동.ㅠㅠ,10,0,0,2012-05-10 01:15:00,0
931,seon****,남자도 울리는 영화~~ ㅠㅠ,10,0,0,2012-05-10 01:15:00,0
932,cool****,몇번을 봐도 눈물 펑펑 쏟는 영화 많은걸 생각하게 해주네요...,10,0,0,2012-05-10 01:14:00,0
933,arok****,눈물이..멈출수가없다..ㅠ,10,0,0,2012-05-10 01:13:00,0
934,rlae****,아 감동ㅠ 부모님이 돌아가셨는데 잘됬다니 진짜.. ㅠㅠㅠ 폭풍감동ㅠ,10,0,0,2012-05-10 01:13:00,0
935,blue****,최고 ㅠㅠㅠㅠㅠㅠㅠ부모님께 잘해야겟다 ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ,10,0,0,2012-05-10 01:10:00,0
936,tkdg****,아 겁내 슬프다 지들은 안 늙는줄 알지 찡허다,8,0,0,2012-05-10 01:10:00,0
937,qhdu****,내용도 내용이지만 배우들의 연기가 돋보이는 영화,10,0,0,2012-05-10 01:10:00,0
938,me70****,눈물이  하염없이 흐르네요.연기도 감히 훌륭하다고.. ..감사합니다.,10,0,0,2012-05-10 01:08:00,0
939,qjad****,역시 가슴한켠이 찡해지는 이감동... 모두에게 추천해주고 싶네요..ㅎ,10,0,0,2012-05-10 01:06:00,0
940,bruc****,가슴이 미어진다..................,10,0,0,2012-05-10 01:03:00,0
941,8db7****,최고임,10,0,0,2012-05-10 00:47:00,0
942,sora****,원작은 안봤지만 영화 자체로 감동이에요 이순재씨 연기 최고입니다 원작도 찾아봐야할듯~~~,10,0,0,2012-05-10 00:46:00,0
943,yoon****,최고다 말이 필요없다,10,0,0,2012-05-10 00:42:00,0
944,digi****,나이가 든다는 게 아름답게 느껴지네요...강풀님 존경합니다,10,0,0,2012-05-10 00:07:00,0
945,enge****,"김수미치매역에내딸을생각했어요""걱정하지마엄마가지켜줄께""내가지켜줄수있일까요?",9,0,0,2012-05-09 23:51:00,0
946,yjjj****,굳,10,0,0,2012-05-09 23:30:00,0
947,hw82****,원작을 보고보니까 더 재미있네요.. 감동적이고 좋아요,10,0,0,2012-05-06 22:16:00,0
948,kang****,"좋았지만 만화보다는 아주아주아주,, 약간 집중이 안됐어요.",9,0,0,2012-05-06 16:47:00,0
949,wlgu****,진짜 보는내내 눈물만나요최고의영화 진짜 대박,10,0,0,2012-05-06 14:48:00,0
950,hyeo****,전문가들은 저따구로 말해야 까오가 사니까..-_-ㅗ,9,0,0,2012-05-05 21:25:00,0
951,dbwj****,역대최고눈물영화,10,0,0,2012-05-04 00:19:00,0
952,ehlo****,감동적이구 부모님들이랑 같이봄 눈물 찔찔 ㅜ,9,0,0,2012-05-01 15:56:00,0
953,umha****,세얼간보단 훨~만배 나아~,10,0,0,2012-04-30 13:57:00,0
954,redn****,잘 만든 영화! 꼭 봐야하는 영화!,10,0,0,2012-04-30 00:53:00,0
955,devi****,대충다운받아서 봤는데 정말 울었습니다. 감동 ㅜㅜ,10,0,0,2012-04-26 20:30:00,0
956,moon****,정말 최고의 영화..감동적이면서 교훈을 남기는....,10,0,0,2012-04-26 01:07:00,0
957,jung****,전문가들은 찌르면 피한방울도 안나올 생키들,10,0,0,2012-04-24 00:20:00,0
958,gnlw****,만화만큼웃음을선사해주지는못햇지만감동은여전하다 정말많이운작품...!강풀짱!!!!!!!,10,0,0,2012-04-22 20:30:00,0
959,sae1****,가슴 한켠이 먹먹해지는.,8,0,0,2012-04-19 08:52:00,0
960,liem****,"많이 웃기도, 많이 울기도.",10,0,0,2012-04-18 08:55:00,0
961,chic****,정말감동적이고 아름다운 영화입니다ㅠㅠ,10,0,0,2012-04-18 04:03:00,0
962,soft****,자식이라면 꼭봐야될 영화 내인생의 최고의영화!!! 부모님께 효도합시다!!!,10,0,0,2012-04-17 00:42:00,0
963,sebi****,재밋게 봤네요..,10,0,0,2012-04-15 19:29:00,0
964,imso****,자살소재만 없었더라면 더 아름다웠을.,8,0,0,2012-04-14 23:06:00,0
965,y_sa****,영화관에 있던 모든 사람이 눈물을 흘렸던 영화,10,0,0,2012-04-14 19:49:00,0
966,jean****,노인만의 이야기가 아니라 모든 연령대의 이야기.노년은 우리의 필연적 미래.,10,0,0,2012-04-11 12:58:00,0
967,orse****,원작의 느낌을 잘살렸습니다.,10,0,0,2012-04-10 23:49:00,0
968,namh****,진짜펑펑울엇어요,10,0,0,2012-04-08 22:16:00,0
969,msh1****,"저렇게 늙을수 있을까? 생각하며 본 영화,정말 재미있고 감동적이에요",10,0,0,2012-04-07 18:32:00,0
970,kimg****,"사랑도 죽을때까지 '사랑', 여자의 마음도 할머니가되어도 변함없다는 걸 잘 그린 영화",10,0,0,2012-04-07 02:45:00,0
971,ghkf****,이렇게 사랑하고 싶어요,10,0,0,2012-04-07 01:39:00,0
972,didd****,정말 많은것을 생각하게 하는 영화였네요..,10,0,0,2012-04-06 03:29:00,0
973,esti****,노후의 가족사와 사랑을 잘표현한것같아요,10,0,0,2012-04-04 18:58:00,0
974,dere****,미래에 저렇게 늙고 싶네요.정말 아름다운 영화.근데 자식들 시집 장가가니까 역시.ㅠ,10,0,0,2012-04-03 02:03:00,0
975,appl****,정말 눈물 쏙 빼고 가슴 절절하고 여운 남는 영화. 많은 것을 생각하게 하는 영화,10,0,0,2012-04-03 01:05:00,0
976,baba****,오래두고 생각나게 하는 영화였습니다.,10,0,0,2012-04-02 07:33:00,0
977,mint****,내가 본 영화중에 제일 재미와 감동을 주었다. 다른사람한테 추천해주고 싶은 영화,10,0,0,2012-04-01 16:00:00,0
978,aeri****,원작의 감동이 그대로 느껴져서 좋았고 너무 감동적이였어요,10,0,0,2012-03-31 16:05:00,0
979,srjm****,너무감동..황혼의사랑이이렇게아름다운줄몰랐네요.ㅠㅠ,10,0,0,2012-03-31 00:04:00,0
980,sasc****,인생을 다시 생각할 수 있게 해준다.,10,0,0,2012-03-30 14:30:00,0
981,infi****,괜찮다,8,0,0,2012-03-29 20:01:00,0
982,name****,나는 이런 사랑을 할수 있을까...,10,0,0,2012-03-29 17:52:00,0
983,gion****,기대만큼 훈훈하게 봤던 기억!,10,0,0,2012-03-28 23:43:00,0
984,qazs****,원작에 뒤쳐지지 않는 감동에 눈물 흘리고 갑니다.,10,0,0,2012-03-27 19:52:00,0
985,asco****,나의 가족 그리고 나에대해 한번더 생각하게 하는영화,9,0,0,2012-03-26 21:20:00,0
986,gudr****,나에게는 오지 않을 것 만 같은 이야기... 인생의 황혼기...,10,0,0,2012-03-26 02:35:00,0
987,vvo1****,재미없을줄알앗는데 볼만함,10,0,0,2012-03-25 16:08:00,0
988,qorn****,최고다,10,0,0,2012-03-25 14:59:00,0
989,ksk8****,"다른 어떤 사랑이야기 보다 애틋하고, 순수한 사랑이야기.",8,0,0,2012-03-25 01:01:00,0
990,jgho****,정말 좋은영화,10,0,0,2012-03-24 12:00:00,0
991,mbgm****,너무 슬퍼죽을 뻔.,8,0,0,2012-03-23 16:41:00,0
992,ser2****,극장에서 왜 못 봤을까,10,0,0,2012-03-21 16:54:00,0
993,88bi****,다변화는 미래는 더 다른 노인들의 삶이 그려지지 않을까 합니다,8,0,0,2012-03-21 15:35:00,0
994,titi****,웃다가울다가 정말가슴으로느껴진영화 가히 최고라 는말밖에는할수없다,10,0,0,2012-03-19 09:14:00,0
995,junh****,젊은이들의사랑만아름다운기아니다,10,0,0,2012-03-19 09:04:00,0
